Winery Name,Winery Description,Website,Winery Location,Phone #,Trade Show Location,Product 1 Name,Product 1 Description,Product 2 Name,Product 2 Description,Product 3 Name,Product 3 Description,Product 4 Name,Product 4 Description,Product 5 Name,Product 5 Description,Product 6 Name,Product 6 Description,Product 7 Name,Product 7 Description,Product 8 Name,Product 8 Description,Product 9 Name,Product 9 Description,Product 10 Name,Product 10 Description
SINODO,"SINODO is the story of three friends who met in 2001 while studying Oenology at the University of La Rioja. Each went their own way, but in 2014 they met again to undertake a small-scale project, combining their family vineyards with a shared philosophy: let the vineyard speak, handle it with meticulous care and produce expressive and authentic wines. We are focused on the production of high-end wines under the DOCa RIOJA in its category of Singular Vineyards and also village wines from the Ausejo area.",http://www.sinodovitivinicola.com,627837611,,"Montjuïc, Pavilion 8, Level 0, Street F, Stand 424",SINODO CENTALES,VIno Tinto DOCa Rioja Viñedo Singular-Uruñuela,SINODO LOS TOLLOS VIÑEDO SINGULAR,Vino Tinto DOCa Rioja Viñedo Singular-Villamediana de Iregua,SINODO RAPOSERAS,Vino Tinto DOCa Rioja Viñedo Singular-Uruñuela,,,,,,,,,,,,,,
SK & VITICULTORES,"SK & Viticultores is an independent project dedicated to the production of wines of their own character, born in unique vineyards of native varieties. We work in different areas of Spain, mainly in the Levant, selecting unique plots to express the identity of each territory through wine. We cultivate the vineyards through biodynamic practices and respectful management of the environment. The harvest and production processes are carried out manually, and the vinification is carried out naturally, with minimal intervention, to preserve the purity of the grape and the character of each wine. We make biodynamic wines, without added sulphites, organic and rainfed, following artisanal and ancestral methods. Some of our wines already have organic certification, and our goal is for all production to incorporate it from the 2025 harvest.",http://www.skviticultores.com,699883183,,"Montjuïc, Pavilion 8, Level 0, Street F, Stand 394",031 Escalador,Vino de mínima intervención de la variedad Alicante Bouschet. D.O. Alicante.,031 Hippo,Vino tinto de mínima intervención de variedades Cabernet Franc y Alicante Bouschet. D.O. Alicante.,TEO El Sofre,White wine with minimal intervention with 100% Viognier grapes. DO Alicante.,,,,,,,,,,,,,,
SOGAS MASCARO,"SOGAS MASCARÓ has been growing wine since 1700. In 1910, they began producing wine in Vilafranca del Penedès, initially focusing on exports. In 2009, Nuria Alsina, along with her husband Pedro, embarked on a new path, dedicating themselves to the production of Cava. We use only the native grape varieties of the Penedès region (Macabeo, Xarel·lo, and Parellada), respecting the region's terroir. The 17 hectares of the family estate are located around the historic 18th-century Masia Fontallada farmhouse in the municipality of Olèrdola. Historical records indicate that the first vines in the Penedès region were planted in the Fontallada neighborhood in the year 1001.",http://www.sogasmascaro.com,653857278,,"Montjuïc, Pavilion 8, Level 0, Street E, Stand 213",CAVA SOGAS MASCARO BRUT NATURE RESERVA 2023,VCFFFF,CAVA SOGAS MASCARO BRUT RESERVA,Cava de guarda superior de la añada 2022 con 30 meses de crianza.,,,,,,,,,,,,,,,,
"SOLABAL, BODEGA Y VIÑEDOS","Ábalos is Solabal We seek surprise, discovery, the challenge to the senses. We seek to express the particularities of a place like no other in the world: Ábalos. In this small town in the Sonsierra region of La Rioja, we make wines with a unique personality. Children of high vineyards, pure skies and slopes to the south. From the experience, effort and vision of our people. Of the will to please and convince.",http://www.solabal.com,626536780,,"Montjuïc, Pavilion 1, Level 0, Street B, Stand 361",,,,,,,,,,,,,,,,,,,,
SOLÀ CLÀSSIC DOQ PRIORAT,,https://www.solaclassic.com,"C. NOU 15, 43738, BELLMUNT DEL PRIORAT",,"Montjuïc, Pavilion 8, Level 0, Street F, Stand 364",,,,,,,,,,,,,,,,,,,,
SOLANA ROIVERT,"Solana Roivert is a small family winery that continues the winemaking tradition of Salàs de Pallars, which has historically marked the geographical boundary of the Lleida Pyrenees in wine production. This wine was sold up the mountains to the towns of the High Pyrenees, where good meats were available, but lacking the company of Bacchus. Our project combines the recovery of vineyards and the historical cultural tradition of grape cultivation in this mountain municipality of the Lleida Pyrenees, with innovation. All of this is aimed at producing quality mountain wines that are unique and enjoyable for both those who drink them and those who sell them. In summary, we strive to bring together Pleasure, History, Health, and Nature, while enjoying the effort.",http://www.sroivert.com,"CAMINO DE RIVERT, KM 1,20 ., 25693, SALAS DE PALLARS",+34-667 60 3940,"Montjuïc, Pavilion 8, Level 0, Street C, Stand 344",,,,,,,,,,,,,,,,,,,,
SOMBRAS,"Sombras offers a premium range of alcohol-free wines designed for high turnover, attractive margins, and sustainable business growth. We are a Spanish manufacturer specializing in high-quality alcohol-free wines. We produce dealcoholized dry wines made from indigenous grape varieties, preserving the aromatic profile, structure, and identity of the original wine. Our range includes dry alcohol-free white and red wines: red wines made from Bobal and Monastrell, and a white wine made from Muscat. All our wines contain only 6 kcal per 100 ml and are available in two bottle formats (0.75 L and 0.375 L), making them an ideal solution for retail, HORECA, and export markets. We are committed to innovation, quality, and a conscious lifestyle, offering a premium and profitable alternative within the alcohol-free wine category.",https://sombras.bar,"POLIGONO INDUSTRIAL S.P.I 1, 46530, PUZOL",+34641970979,"Montjuïc, Pavilion 8, Level 0, Street A, Stand 401",,,,,,,,,,,,,,,,,,,,
SON ANTEM ALARÓ,"The estate is nestled in the foothills of the Mallorcan mountains and dates back to 1693. It was replanted in 2019 by the Lidby family. The first wines were produced in 2021 and the estate is organically certified since vintage 2023. We are a small, family-owned estate, nestled in the foothills of the Mallorcan mountains. We planned and planted the estate in 2019. In 2021, we harvested and vinified our first vintage to produce artisanal wines reflecting the mosaic of our different soils and grape varieties. The estate is organically certified since vintage 2023.Son Antem covers a total of 33 hectares of sloping land wrapped around a hillside. Since 2019 the Lidby family has planted 18 hectares of vineyards which are divided into several different plots with ten different grape varieties. The soil on the island is predominantly rich in limestone. A thorough scientific study of the soils conducted in collaboration with a geology professor from",http://www.sonantemalaro.es,0046707172119,,"Montjuïc, Pavilion 8, Level 0, Street E, Stand 676",Camins de Con Antem Callet 2024,"Vintage: 2024 Grape Varieties: 100 % Callet Production: 3800 bottles Alcohol: 12,5% The Callet grapes for this wine come from south facing terraced vineyards with a rather rich clay soil at an altitude of 200-225 meters above sea level. They are the first to have budbreak around the 15/20 of february and we harvested these grapes on the 23 and 24 of august. They were fermented at 26/27 degrees celcius in stainless steel tanks and the wine was aged in stainless steel without racking until bottled ,without fining nor filtration, in july 2025.",Son Antem Aura 2024,"Son Antem Aura 2024 100% Giró Ros, A powerful, appealing, and complex aroma, dominated by stone fruit with subtle oak nuances. On the palate, dry, broad, and sophisticated, with clear Mediterranean influences: peach, apricot, and a hint of anise. Long, elegant, and nuanced finish. A wine with great gastronomic potential. Bronze Medal at the International Wine Challenge",Son Antem S'Era 2023,"Son Antem S’Era 2023 100% Callet, An aroma marked by red fruits and pronounced minerality, where the herbal expression of Callet blends with notes of raspberry, strawberry, and stony nuances. On the palate, intense, medium-bodied, and elegant, with sun-ripened red fruit flavors, vibrant freshness, and a long, mineral-driven finish. Silver medal at the International Wine Challenge 2026. 93 points",Son Antem Sa Costera 2023,"Vintage: 2023 Grape Varieties: 71% Monastrell and 29% Syrah Alcohol: 14% Production: 3500 bottles The vines for this wine grow on westernly exposed slopes facing the bay of Palma 16 kilometers away. Quoting geology professor Jaume Vadell of the univeristy of Palma: The northern part of the estate is dominated by conglomerates, clays, silts and limestones corresponding to the Upper Oligocene and Aquitanian (Tertiary) periods. These conglomerates are polygenic, consisting of sandstone rocks from the Bundsandstein and the Leas, dark dolomites, Jurassic limestones, quartz and flint. Due to the characteristics of these conglomerates, they correspond to river channels with overlaps. They represent floodplain fluvial facies and lagoons. According to the Geomining Technological Institute of Spain (1991), this unit was deposited in a fluvial environment of intertwined rivers and marsh periods about 25-30 million years ago. This pl",Son Antem Sa Tanca 2023,"Vintage: 2023 Grape Varieties: 95 % Manto Negro 5 % Monastrell/Cabernet Alcohol: 14% Production: 1800 bottles The vines for this wine grow on a southernly exposed plot with a red iron rich clay intermixed with big calcareous boulders. The grapes were fermented in stainless steel tanks and the maceration time was 15 days. Ageing was made in one swiss 500 litre barrel of 2022, one french 500 liter barrel of 2021 and a french 228 litre barrel from 2020. After 14 months in the barrels without racking the parts were blended and the wine was bottled, unfiltered and unfined, in january of 2025 In Mallorquin ”Sa Tanca” is an agricultural plot surrounded by stone walls. This vineyard is surrounded by walls making it our ”Clos”. Gold Medal at the International Wine Challenge 2026, 95 points",,,,,,,,,,
SON PRIM,"Son Prim. La casa del Flaco. A name that already gives you clues: This winery was born in the house of the great-great-grandfather —tall, thin, known as “the skinny one”— and it still carries his spirit: simple, authentic, and honest. Son Prim is a family-owned winery in Sencelles, crafting wines with a Mallorcan soul—without artifices, without pretence, and with that calm, precise, character-driven way of doing things that only makes sense when family is behind it. The story doesn’t begin with endless vineyards or castles. It starts in the 90s, with Jaime Llabrés planting a few vines “just to see what would happen.” Chardonnay, Syrah, Merlot, Cabernet… international varieties that many claimed would never work in Mallorca. Spoiler: they did. In 2003, the family decided to take the leap and build the current winery, with the first “serious” harvest arriving in 2004. Since then, every vintage has been a small declaration: “we make the kind of wine we want to drink.”",https://www.sonprim.com,"CRTA. INCA SENCELLES Km. 4,9, 07140, SENCELLES",+34 678605155,"Montjuïc, Pavilion 8, Level 0, Street E, Stand 703",MARIA JOSÉ,"Harvested by hand in 18kg boxes, and grape selection before entering the winery. 50% of fermentation in stainless steel tanks with controlled temperature (min. 14º - max. 16º). Remaining 50% fermentation in 500 litre French oak barrels, with a final ageing of 4 months in the same barrels PRODUCT PRESENTATION Number of 0,75l bottles: 11.500 Bottling date: April 2025 NOTA DE CATA A great wine with a unique balance. With crystalline golden tones, this wine presents an opulent yet elegant nose. Vanilla, freshly baked bread, and fresh hazelnut. The palate is broad and smooth, ending in a creamy yet fresh finish Optimum consumption temperature: 8º - 10ºC.",SON PRIM,"At Son Prim, trends aren’t chased. Expression is. The range includes straightforward wines, deep wines, wines that surprise… but they all share one thing: people enjoy them because they’re honest. • Cabernet Sauvignon Intense, serious, without losing freshness. Mallorca in deep mode. • Blanc de Merlot A white wine that shouldn’t exist… but it does, and it’s delicious. • Cup A blend that changes according to what each vintage asks for. Mediterranean balance with attitude. • Syrah, Merlot, rosés and more Wines that respect the grape and the year, with no preset script. No masks. No exaggeration. Wines that speak clearly.",SON PRIM MERLOT,"Manual harvest in 18kg boxes and selection of grapes before entering the winery. Production in stainless steel tanks with controlled temperature (min. 22º - max. 28º) and maceration during 25 days. Malolactic fermentation. Aged in 225 litres French oak barrels for 16 months PRODUCT PRESENTATION Number of 0,75l bottles: 10.000 Bottling date: April 2025 Tasting note: A deep cherry-colored wine with a highly expressive nose. Cherry and plum blend their fruity character with barrel toasting, adding hints of cedar, pencil lead, and cinnamon. resent tannins emphasize its long finish. Optimum consumption temperature: 16º - 18ºC.",,,,,,,,,,,,,,
SON TORTOVA,"East of Mallorca • 3.5 hectares • Seven plots • Four varieties • One cuvée • Organic We are Son Tortova – a new, family-run Bodega near Manacor. We Grow Cabernet Sauvignon, Syrah, Merlot & Manto Negro. We make one cuvèe/Blend, one original each year – hand-haversted, organicall y farmed, aged in oak and steel. Organically certified since 2026. In the far east of Mallorca, lies Son Tortova, embraced by wild shrubs, stone walls and ancient carob trees. Nature showed us the way – we listened closely and looked carefully. The limestone terroir forms the basis for our vineyards. They were gently woven into this primordial landscape. Only in this was the only way could such a layered topography, this deep coherence take shape. We act in harmony with nature, according to the highest ecological standards. The work on the vines, from pruning to harvesting, is carried out with great care and exclusively by hand - with the four-legged support of our six sheep.",https://www.sontortova.com,"CAMI TORTOVA ., 07500, MANACOR , Spain",+34 621 128 611,"Montjuïc, Pavilion 8, Level 0, Street E, Stand 707",Son Tortova 2023,"We are Son Tortova – a new winery near Manacor. Our first vintage – Son Tortova 2023 – is now available. A cuvée of Cabernet Sauvignon, Syrah, Merlot and Manto Negro – hand-harvested, organicall y farmed, Aged in oak and steel. This vintage reflects son tortova’s potential: clarity, structure, freshness and depth – rooted in limestone, ripened in eastern mallorca’s heat and tempered by coastal winds. Origin: Manacor, limestone-rich soils, Mediterranean climate, maritime influence. Aroma Profile: Cherry, dark and fresh berry, herbs, ethereal and mineral Structure: Dry, medium-bodied, fine-grained tannins, ethereal coolness, sal ty finish. Style: Not a smooth-talker – a wine with character and Mediterranean depth. Temperature: Serve slightl y chilled at 16 -18°C.",,,,,,,,,,,,,,,,,,
SOTOMANRIQUE VIÑAS Y BODEGA,"SOTOMANRIQUE WINERY IS A FAMILY PROJECT LOCATED IN THE SIERRA DE GREDOS, WHERE WE ORGANICALLY CULTIVATE 12 HECTARES OF OLD GARNACHA VINEYARDS BETWEEN 700 AND 1,100 METERS ABOVE SEA LEVEL IN TWO DIFFERENT TEXTURES SLATE SOIL -QUARTZ AND GRANITE. OUR PHILOSOPHY IS ALWAYS TO SEEK OUT WHAT IS DIFFERENT AND AUTHENTIC, THE EXPRESSION IN THE WINES OF THE LANDSCAPES AND SOILS WHERE THE VINES ARE FOUND. WINE MADE WITH MINIMAL INTERVENTION IN THEIR PRODUCTION, WITH SPONTANEOUS FERMENTATION SEEKING FLUIDITY, ELEGANCE, AND FRESHNESS IN FRUITY AND CLEAN WINES. WE AGE OUR WINES IN LARGE BARRELS OF BETWEEN 100HL AND 20HL TO ACHIEVE THE BEST EVOLUTION WHILE MAINTAINING THE FRUITY CHARACTER OF THE VARIETY AND THE TERROIR FROM WHICH IT COMES.",http://sotomanrique.com,"MANUEL BENEDITO 5, 28036, MADRID , Spain",+34 638178163,"Montjuïc, Pavilion 1, Level 0, Street B, Stand 486",ALTO DE LA ESTRELLA.,"VINEYARD PLANTED IN 1961 AT AN ALTITUDE OF 1,100 METRES. 1.3-HECTARE PLOT ON SLATE SOIL WITH BEDROCK VERY CLOSE TO THE PLANT AND A QUARTZ VEIN CROSSING THE PLOT. 100% WHOLE CLUSTER FERMENTED SPONTANEOUSLY WITH ITS OWN YEASTS. AGED IN 8HL BARRELS WHERE IT REST FOR 14 MONTHS, MORE LIMITED PRODUCTION. LOW CHERRY RED COLOUR. AROMAS OF THYME AND WILD LAVENDER PREDOMINATE AT FIRST, AND WITH SOME TIME IN THE GLASS, THE SLATE AND ITS MINERALITY EMERGE. ON THE PALATE, THE AROMAS OF THE MOUNTAINS PERSIST AND THE ELEGANT AND DEEP TANNINS GIVE STRUCTURE AND LENGTH. A SERIOUS AND FRESH WINE.",LA MIRA.,"WINE FROM A PLOT OF LAND IN A VINEYARD ON SLATE SOIL AT AN ALTITUDE OF 1,000 METRES ABOVE SEA LEVEL WITH QUARTZ PRESENT. SPONTANEOUS ALCOHOLIC FERMENTATION WITH 100% WHOLE CLUSTERS. AGED IN 20HL BARRELS FOR 14 MONTHS. CHERRY RED COLOUR, BRILLIANT AND CLEAR. FRESH AROMAS OF RED FRUIT COMBINED WITH FLORAL AROMAS. ON THE PALATE, THE VIBRANT ACIDITY CHARACTERISTIC OF SLATE ROCK AND SPICY NOTES MAKE THE WINE COMPLEX, FRESH AND LONG.",LA VIÑA DE AYER GARNACHA.,"OLD VINES GROWN IN GLOBE-SHAPED VINEYARDS ON GRANITIC AND SLATE SOILS SURROUNDED BY PINE FORESTS AT AN ALTITUDE OF BETWEEN 850 AND 1060 METRES. GRAPES ARE COOLED IN CHAMBERS AT 0º AND FERMENTED IN CONCRETE TANKS, TAKING INTO ACCOUNT THE SUBZONE, WHICH IS DETERMINED MAINLY BY THE SOIL BUT ALSO BY ALTITUDE AND LANDSCAPE. SPONTANEOUS FERMENTATION AND AGEING TAKES PLACE IN 20HL WOODEN VATS, KEEPING EACH SUBZONE SEPARATE. AGEING LASTS APPROXIMATELY 12 MONTHS. CHERRY RED COLOUR WITH A VERY BRIGHT AND CLEAR MEDIUM DEPTH. DEEP AND COMPLEX NOSE WHERE NOTES OF RED FRUIT ALTERNATE WITH NOTES OF GRANITE AND MINERALS. GARNACHA REPRESENTATIVE OF THE SIERRA DE GREDOS AND THE VINTAGE. LONG AND ELEGANT WINE.",LAS VIOLETAS.,"WINE FROM A PLOT OF LAND AT 950 METRES ABOVE SEA LEVEL, VERY POOR SOIL, SANDY GRANITE, WITH LOW WATER RETENTION, VINEYARDS GROWN IN BOWLS. SPONTANEOUS ALCOHOLIC FERMENTATION IN CONCRETE TANKS, 100% WHOLE CLUSTERS, AT TEMPERATURES BETWEEN 18-26ºC. ONCE COMPLETED, IT IS TRANSFERRED DIRECTLY TO MASTRO BOTTAIO BARRELS, WHERE THE WINE AGES FOR 14 MONTHS AND UNDERGOES MALOLACTIC FERMENTATION. CHERRY RED COLOUR WITH A VERY BRIGHT AND CLEAR MIDDLE LAYER. IT RETAINS ITS MEDITERRANEAN CHARACTER, WHERE SPICY NOTES PREDOMINATE, GIVING WAY TO THE OUTSTANDING MINERALITY OF THE SHALLOW GRANITE SOILS. ON THE PALATE, IT IS MUSCULAR, WITH GOOD ACIDITY THAT BALANCES AND LENGTHS THE PALATE AND LEAVES FLORAL AFTERTASTS.",SARA MAHÍNA.,"SARA SOTOMANRIQUE NEW WINE FROM THE UNIQUE ENCLAVE OF SANLÚCAR DE BARRAMEDA. PALOMINO WHITE WINE FROM A 1994 VINEYARD COVERING 5 ARANZADAS IN THE MAHÍNA VINEYARD, PURELY ALBARIZA SOILS IN THE FORMATION OF TOSCA DE BARAJUELA WITH A HIGH PROPORTION OF DIATOMS AND VERY WHITE AND LIGHT CALCIUM CARBONATE ON THE SURFACE. DIRECT PRESSING OF WHOLE CLUSTERS, SPONTANEOUS FERMENTATION IN CONCRETE TANKS AND SUBSEQUENT AGEING IN 20HL AND 8HL BARRELS FOR 12 MONTHS WITH THE DEVELOPMENT OF A LIGHT FLOWER VEIL. STRAW YELLOW COLOUR, CLEAR AND BRILLIANT, WITH A FRANK, SUBTLE, CITRUS NOSE. ON THE PALATE, IT HAS GOOD SALINE CONCENTRATION, IS SAPID AND HAS A MINERAL FEEL. A WINE WITH GREAT AGEING POTENTIAL.",,,,,,,,,,
SPANISH FINE WINES,,https://www.araex.com,"RAMON Y CAJAL 7, 01007, VITORIA-GASTEIZ",,"Montjuïc, Pavilion 1, Level 0, Street C, Stand 469",,,,,,,,,,,,,,,,,,,,
SPANISH ORGANIC WINES - SOW,,https://www.spanishorganicwines.com,679971675,,"Montjuïc, Pavilion 8, Level 0, Street A, Stand 105",,,,,,,,,,,,,,,,,,,,
SUERTES DEL MARQUES,,http://www.suertesdelmarques.com/,652941505,,"Montjuïc, Pavilion 8, Level 0, Street A, Stand 171",,,,,,,,,,,,,,,,,,,,
SURIOL,,http://www.suriol.com,"CAN SURIOL DEL CASTELL DE GRABU S/N, 08736, FONT-RUBI , Spain",,"Montjuïc, Pavilion 8, Level 0, Street C, Stand 388",,,,,,,,,,,,,,,,,,,,
TALAI BERRI TXAKOLINA,"Talai Berri Txakolina is a small family winery where the fifth generation is committed to developing quality products, without large productions, thus ensuring the maintenance of the rural environment and environmental sustainability.",http://www.talaiberri.com,646449498,,"Montjuïc, Pavilion 1, Level 0, Street B, Stand 153",,,,,,,,,,,,,,,,,,,,
TALLERI BERRIA UPATEGIA ETA MAHASTIAK,"The winery located in the Urdaibai biosphere, is characterized, among many other benefits, mainly by three main concepts: OUR VINEYARDS, distributed between the municipalities of Lezama and Larrabetzu, Morga and Muxika. This means that your plantation is located in different types of terrain, altitudes, and micro-climates. OUR WINERY. Its construction, of extraordinary beauty and with an integration into its environment that does not leave indifferent those who visit it for the first time. To its construction must be added the means of production as well as its avant-garde winemaking room. THE treatment that our grapes receive from the planting of our vineyards to the end of their production is one of affection, dedication and respect for everything related to the Environment. With these ingredients we obtain the result of our txakolis.",http://www.bodegatalleri.com,651704383,,"Montjuïc, Pavilion 1, Level 0, Street B, Stand 151",,,,,,,,,,,,,,,,,,,,
TAMPESTA,"Bodegas Tampesta is a family winery located in Valdevimbre, in the heart of the D.O. León. We were born with a clear idea, to make wines with personality and to value unique native varieties such as Prieto Picudo and Albarín Blanco, as well as Godello. We work the vineyard with a sustainable approach and careful production, seeking freshness, balance and authenticity. Our range includes fresh and gastronomic wines, barrel ageing and special limited production editions, designed for those looking for different wines with identity. Tampesta is León in its purest form, with character, tradition and a contemporary look.",https://www.tampesta.com,655634656,,"Montjuïc, Pavilion 1, Level 0, Street A, Stand 188",Golan,"Golán Crianza is the most structured interpretation of the Prieto Picudo within the Tampesta range. Made from selected vineyards, this wine undergoes 20 months of aging in French barrels, an unusual period for the variety, which allows it to develop complexity and depth without losing the identity of the origin. Golán Crianza is a wine with character, the result of patient and precise work in the winery, where the crianza is integrated in a balanced way with the varietal expression. A reference that shows the potential of Prieto Picudo for long ageing and wines with a long history, providing a more ambitious and different vision of the D.O. León.",Maneki,"Maneki is a unique expression of Albarín Blanco, one of the rarest and most characterful native grapes of León. Fermented in stainless steel and aged for six months in a selection of American and Eastern European oak barrels, this limited-production wine (3,500 bottles) blends freshness, texture, and subtle complexity. On the nose, it reveals citrus notes, ripe white fruit, hints of vanilla and light spice from the oak. The palate is elegant and balanced, with a silky mouthfeel, lively acidity, and a long mineral finish that reflects the limestone soils of Valdevimbre. Maneki is a gastronomic white wine with personality — refined, expressive, and crafted to showcase the full potential of Albarín Blanco.",Neko,"A fresh and elegant Godello, made in stainless steel tanks to preserve all its aromatic purity. Neko shows notes of green apple, white peach, soft flowers and a slight hint of fennel. On the palate it is balanced, with good breadth and a marked minerality that reflects the limestone soils of Valdevimbre. A versatile and gastronomic white, which combines freshness, finesse and a very clean character.",Shiva,"Shiva is the most personal and emotional side of Bodegas Tampesta. A sweet wine made from Albarín Blanco, a native variety that is unusual for this type of production, which reflects the restlessness and creative freedom that define the project. Like all Tampesta tags, Shiva has a special meaning for its owner. This new wine takes its name from Shiva, the new member of his family, his dog, and symbolizes closeness, calm and enjoyment. A wine thought without haste, made with care and sensitivity, which seeks to show another side of the Albarín, more friendly and enveloping, without losing freshness or identity. Shiva is a wine that speaks of bonds, of shared time and of the most human part of Tampesta. A new member of the family that arrives to complete the range with a different, honest and very special proposal.","Tampesta: albarin, rosado y tinto","Tampesta Albarín 100% Albarín Blanco con crianza sobre lías. Un vino fresco y aromático, con notas de cítricos, flores blancas y fruta de hueso. En boca es equilibrado, con volumen y un final salino que refleja los suelos calizos de Valdevimbre. Tampesta Rosado 100% Prieto Picudo: Rosado intenso y expresivo, con aromas de frambuesa, fresa silvestre y flores. Fresco, vivo y con una acidez marcada que aporta tensión y carácter. Tampesta Tinto 100% Prieto Picudo con un mínimo de 10 meses de crianza en barrica. Combina fruta roja y negra madura con notas especiadas. En boca es estructurado pero ágil, con taninos finos y una frescura natural que alarga el final.",,,,,,,,,,
TANDEM,"Tandem is a boutique winery located in Lacar, in the heart of the Yerri Valley, at the foot of the Camino de Santiago. Located in the northwestern end of the DO, the Urbasa and Andía mountain ranges close the DO to the northwest and are just 55 km from the Bay of Biscay. The combination of clay loam soils, cold microclimate with Atlantic influence, dry farm, sustainable viticulture, minimal treatments exclusively with organic fungicides, no herbicides are used, regenerative soil work that allows the optimal texture to be maintained for the development of the vineyard and an altitude of 600 meters allows to produce very healthy grapes with natural acidity. We make our wines with a philosophy of minimal intervention, fermenting in stainless steel with pigeage no pumping over, using gravity and aging them in underground concrete tanks to fine naturally settling down. The wines we age do so in 300-litre French and Central European 300 litres oak barrels. The wines are fresh and elegrant.",https://tandem.es/,"CARRETERA PAMPLONA LOGROÑO KM 35,9, 31292, LACAR , Spain",,"Montjuïc, Pavilion 8, Level 0, Street C, Stand 203",ARS IN VITRO,"95% TEMPRANILLO WINE WITH 5% MERLOT WIL FERMENTED IN STAINLESS STEEL WITHOUT PUMPS, AGED FOR TWO YEARS IN UNDERGROUND CONCRETE TANKS TO FINE NATURALLY BY DECANTATION. AN ALTERNATIVE WINE. A PERFECT EVERYDAY WINE, WINE BY THE GLASS, HOUSE WINE, ELEGANT, FRESH, MOUNTAIN WINE, GASTRONOMIC",ARS NOVA,"CUPAJE DE TEMPRANILLO, CABERNET SAUVIGNON Y MERLOT FERMENTADO EN INOX SIN BOMBAS, CON SUS LEVADURAS SALVAJES, MINIMO DOS AÑOS EN DEPOSITO DE HORMIGON SUBTERRANEO PARA CLARIFICAR DE MANERA NATURAL POR DECANTACION Y 9 MESES EN BARRICA DE ROBLE FRANCES Y HUNGARO DE 300 LITROS. TRADICIONAL VINO DE CRIANZA DE NAVARRA, ELEGANTE, FRESCO, VINO DE MONTAÑA, GASTRONOMICO",CRUSH,"BLEND OF CABERNET SAUVIGNON AND MERLOT WILD FERMENTED IN STAINLESS STEEL WITHOUT PUMPS, AT LEAST TWO YEARS IN UNDERGROUND CONCRETE TANKS TO FINE NATURALLY BY DECANTATION AND 18 MONTHS IN 300-LITRE FRENCH AND HUNGARIAN OAK BARRELS. POWERFUL AND EXPRESSIVE, ELEGANT, FRESH, MOUNTAIN WINE, GASTRONOMIC",IMMACULA,"WHITE WINE FERMENTED IN 300-LITRE BARRELS MADE WITH VIURA AND OTHER VARIETIES. WE DO BATONNAGE FOR 5 MONTHS STIRRING ITS FINE LEES IN THE BARRELS SO THAT THE WINE GAINS AROMATIC COMPLEXITY AND TEXTURE. ITS NATURAL ACIDITY IS REMARKABLE. ELEGANT, SPICY, FRESH AND VERY GASTRONOMIC.",IMMUNE,"ATLANTIC GARNACHA WILD FERMENTED IN STAINLESS STEEL WITHOUT PUMPS, PUNCHING DOWN, AND AGED IN UNDERGROUND CONCRETE FOR 9 MONTHS TO CLARIFY NATURALLY BY DECANTATION. FRESH MOUNTAIN WINE, SPICY, BLACK FRUIT. VERY VERSATILE AND GASTRONOMIC. VERY SUCCESSFUL IN ALL OUR MARKETS.",,,,,,,,,,
TEMERARIO VINOS,"Small and new winemaking project promoted by Alejandro Perfecto. Based on the family vineyards located in Aldeanueva de Ebro and Alfaro (Rioja Oriental). Vineyards that our family has been cultivating for several generations, today take on their own voice with small, artisanal and plot elaborations. Our goal is to give our particular version of a still unknown area of Rioja and for this we try to make brave elaborations that leave variety, vintage and the unique character of each plot of grape origin very visible. Tempranillo is consciously dispensed with to give voice to varieties with a longer cycle and better adapted to the arid conditions of the area such as Garnacha and Mazuela (Cariñena). In the case of white, the Viura is chosen. We are waiting for you all with open arms!",http://www.temerariovinos.com,"CHILE 39, 26200, HARO , Spain",+34660588796,"Montjuïc, Pavilion 1, Level 0, Street C, Stand 355",Pink Daredevil,"Vineyard: Lobera, Alfaro Year planted: 1960 Variety: Grenache Direct press rosé of our oldest Grenache, which is the vineyard that for us has the most aptitude for this style of wine. It is aged for 5 months in stainless steel with a movement of lees to end up being an unctuous, deep wine with the freshness of Grenache, which is extremely easy to drink.",Temeraire Blanco Viura,"Vineyard: Montesa, Alfaro Year planted: 1977 Variety: Viura Viura white wine, the queen variety of Rioja. From a plot almost 50 years old that provides us with concentrated and fresh whites every year. It goes through 500-litre barrels for between 7 and 11 months on its lees to assemble the wine, round off its acidity and enhance its ageing capacity. A wine that recalls the great moment that Rioja is experiencing with its whites.",Temerario Tinto Garnacha,"Vineyards: Lobera, Alfaro (1960)      Valcaliente, Aldeanueva de Ebro (1988) A varietal Garnacha red representative of the area, sourced from two vineyards in two neighboring towns with different yet complementary characteristics. More open and fruit-forward in the case of Alfaro; more introverted and profound in the Aldeanueva vineyard. A lightly extracted red wine in which the focus is primarily on fruit expression, with aging in 500-liter barrels for around 11 months to accompany the wine during its maturation. A wine that fully represents a historic Garnacha-growing area like ours.",Temerario Tinto Mazuela,"Vineyard: Esparragal, Alfaro Year of planting: 1984 Variety: Mazuela (Mazuelo, Cariñena, Carignan) The most distinctive and surprising wine in our range. In our area, Mazuela expresses itself with a naturally fresh profile, featuring its characteristic herbal notes and a balsamic touch that makes it especially intriguing. The winemaking focuses on restrained extraction so the grape can express itself more honestly. Its acidity and depth make the wine much longer than it is wide on the palate. A wine to discover how this minority variety expresses itself in our region.",,,,,,,,,,,,
